"縣市","鄉鎮市區","路名","土地面積","使用分區","移轉層次","總樓層數","主要用途","主要建材","建物型態","屋齡","建物面積","車位面積","車位個數","備註","主建物面積","陽台面積","附屬建物面積","lng","lat","國中(高)","國中(中)","國中(下)","國小(明星)","最近火車站","最近客運站","最近捷運站","最近飯店","最近碼頭","最近高鐵站","最近航空站","最近主要道路建設","最近國小","最近國中","最近高中","最近專科","最近大學及研究所","最近幼稚園、托兒所","最近傳統市場","最近生活百貨量販","最近一般公園","最近里鄰公園","最近觀光遊憩設施","最近停車場地","最近服務性設施","最近行政機關","最近醫療保健","最近加油站","最近百貨公司","最近金融機構","最近娛樂設施","最近電力資源","最近產業用水及設施","最近工廠","最近商店","最近超級市場","最近大型購物中心","單價"
"台北市","大安區","敦化南路二段",-0.256715996751567,"None",11,11,"住家用","鋼筋混凝土造","住宅大樓(11層含以上有電梯)",32.5833333333333,-0.1741537284238,-0.819325686372695,0,NA,0.393925949963478,0.183700022167676,-0.438451902820802,121.547607639321,25.0224691284362,0,2,0,0,4001.2214085493,403.933719741515,541.762655507122,497.985786511466,5350.38806272473,3942.47613695752,4199.62229349867,599.917614093303,347.291628829549,321.273608383158,306.384403345732,2580.43574937051,307.200702025772,2120.93291030565,451.22846938219,518.596434156493,197.13942758287,5279.16212051559,156.322237112905,73.6711048626267,250.259268389007,241.201580534624,840.522940635609,998.473628961197,443.345268530062,447.425044321199,2232.72188380077,99927.0286106039,90883.1933597491,137048.919104646,171415.420242192,9907.6277727514,41995.1534494727,4.62771449778228
"台北市","萬華區","水源路",0.100134331793684,"None",7,12,"住家用","鋼筋混凝土造","住宅大樓(11層含以上有電梯)",24.1666666666667,0.314203765308399,-0.819325686372695,0,NA,-0.316131226201961,0.608577130255662,-0.438451902820802,121.502124350938,25.0191267949165,0,0,0,0,1460.20725927361,533.657519209672,1438.32027066961,894.24990346113,3890.82937869965,3217.41603453053,6774.74200788121,2272.19604141948,309.498044941223,936.463693495804,1079.07055969643,5546.88211795337,2038.91865733618,689.731985773298,409.311453420675,786.812769457908,383.842364383772,2297.62341542582,261.508392684958,209.398479487532,416.487720085671,287.147307427564,931.107253385089,448.386374348412,1825.37037199526,541.116917199071,652.635053799287,97163.8584841598,91140.4830761672,136458.703474726,169114.219347642,5745.82635761645,44430.8156188187,1.8872581450502
"台北市","萬華區","國興路",0.260510291005865,"None",2,12,"住家用","鋼筋混凝土造","住宅大樓(11層含以上有電梯)",39.3333333333333,-0.411438016554857,-0.819325686372695,0,NA,-0.371295030724774,-0.618276848520491,-0.438451902820802,121.508963145943,25.0244572199382,0,1,0,0,1215.12194210544,1348.43526514661,1122.27419559415,836.574599668694,3305.49143477552,2443.36830058093,5894.62195502037,3143.71707165699,170.629745944619,144.698052384748,761.309478477575,5366.26094484014,1223.85559316938,176.152497190718,684.747840629113,212.314780984839,197.349514335997,1993.52592712584,181.890118969055,123.645479504727,664.46680625239,315.012573927214,98.0702821616486,728.904050240583,1754.04298136237,91.9577897682268,236.000038722865,97989.1783090123,91572.8524279777,137028.451622113,169899.389221178,6628.05879102995,44431.8103634845,2.23859870309277
"台北市","士林區","中山北路七段",-0.136019448397967,"None",4,5,"住家用","鋼筋混凝土造","公寓(5樓含以下無電梯)",33.9166666666667,-0.290784988691608,-0.819325686372695,0,NA,-0.0915155298372764,0.74167116411455,-0.438451902820802,121.534620381293,25.1212560925829,1,0,0,0,7725.8571206246,2466.78772181992,1983.92433815119,539.130881110168,4613.8680637665,7627.8620774787,6106.9572674093,4788.42024571108,431.24451141949,496.497503564068,1733.76874596326,7136.1102812381,542.997522935029,472.890137512222,1120.21734321909,2021.72894064353,243.917521780682,8871.70977120351,78.4004188105359,177.280663234265,279.494768831822,426.805907293064,1167.75415371132,1534.34919639312,345.911235034207,289.689257489504,3729.55457829095,107796.689974792,101020.373782371,146998.012931056,179941.417992823,16035.753998341,51320.9697172138,2.54309385339634
"台北市","文山區","新光路一段",1.19981399457093,"None",3,12,"住家用","鋼筋混凝土造","住宅大樓(11層含以上有電梯)",26.5833333333333,-0.309170211985055,-0.819325686372695,0,NA,-0.172139551832157,0.487427432768727,0.930175856966392,121.574211796403,24.9926753945017,0,0,0,0,5777.32106679707,1406.59649700987,560.866729936939,131.123356799714,9271.01520000751,7986.94006864496,7565.67304376918,1348.80182728954,313.812769085957,393.779271254536,403.810728349969,1507.89190309491,572.854360065277,2485.73391728868,1281.22381932564,951.34062016542,688.893502491606,9096.68881937341,145.585118729613,310.651454928553,484.68358138066,75.3633318761933,514.488605654878,601.149241810368,4235.67315386667,555.241142575422,1116.75051943679,98964.7054836954,87620.1494652282,134247.941259954,169931.549457141,11816.9831770652,37980.1191918593,2.47282574178782
"台北市","大安區","永康街",0.305404984817996,"None",2,9,"住家用","鋼筋混凝土造","華廈(10層含以下有電梯)",7.83333333333333,0.364188591137459,1.32795071594057,3,NA,-0.288407878287932,-0.372564786011776,1.42339428522044,121.529675243637,25.0321219440471,1,0,0,0,2006.1809711732,1658.32486608234,856.272253809989,311.066535564267,3358.7996360087,1958.33342682705,3905.05150911972,2529.02290506979,141.783550245386,372.415547395346,622.413634547963,4293.76451671244,166.680583465199,844.294680872003,379.880583465827,307.900072782091,43.0524428565732,3229.89510730597,31.3384176266237,136.213219052905,70.6115793050212,171.638507842656,968.863647277651,260.129166555073,1646.74431380687,341.503528003284,1230.84359843497,99763.5788913816,92064.5825276136,137912.408678458,171503.831494743,8785.04785958937,43827.6505678937,5.56462265256248
"台北市","大安區","光復南路",-0.12960248734452,"None",6,7,"住家用","鋼筋混凝土造","華廈(10層含以下有電梯)",41.25,0.132649685285605,-0.819325686372695,0,NA,0.434379406613541,1.75011442066073,-0.438451902820802,121.556593949378,25.0355174318005,0,0,0,0,2668.50634067554,1019.51329010685,557.922165319369,329.551393126309,4559.60017168388,4115.87886429361,2893.60166908076,2046.05109523233,428.668941758123,640.807290230385,617.8679082211,3744.73895581981,1089.91816765226,1753.08422376903,408.275472778777,810.257796492832,60.2465881945948,5856.35802773076,71.2510592223076,96.1881335464027,195.476885667958,175.236515377298,220.552666668316,291.904802311564,739.205312364249,226.071937989513,1670.38323276933,101539.175896054,92115.7159216845,138440.841152412,173010.907682092,11310.947935267,42631.8165232984,3.83134256621911
"台北市","內湖區","成功路二段",0.619115069576964,"None",4,4,"住家用","鋼筋混凝土造","公寓(5樓含以下無電梯)",42.1666666666667,-0.588970328982209,-0.819325686372695,0,NA,-0.103962747268065,0.246834371562277,-0.438451902820802,121.588958114292,25.0666386418302,0,1,0,0,1999.18860260842,461.382803061376,1275.97314011885,1303.56530417598,5331.00518756172,7466.32374541419,3743.04434050878,113.316269934906,223.897909356306,391.462256134739,1094.57487422091,2294.34675424756,1528.45669475962,1153.81367898465,1481.88265652175,333.448345412588,68.6013004059227,9469.37893899328,21.4316478872519,183.550220013878,263.449494291965,223.942218952025,271.222346867861,541.804945350146,1781.57222285353,286.865242997241,1654.54911405843,106001.896948825,95034.3078944262,141884.422294526,177315.87225392,15756.2018894094,43862.6944602766,2.21517599922327
"台北市","大安區","和平東路二段",-1.00997589689066,"None",10,12,"住家用","鋼筋混凝土造","住宅大樓(11層含以上有電梯)",32.1666666666667,-0.406841710731495,-0.819325686372695,0,NA,-0.0635092906180019,-0.572205836800107,-0.438451902820802,121.541110123567,25.0252735731151,1,0,0,0,3314.65763258615,1063.00415553404,250.051187180691,185.963039761929,4668.91038901366,3258.90357501096,4040.2339839533,1194.91232017101,35.3421368833615,312.086924762002,320.040940850521,3088.44635334828,372.825544244858,1655.33142226591,288.625106246396,292.344140730887,67.502532025465,4559.31021423397,83.6384096501193,81.4255430313354,426.38219799503,97.2761523780053,1022.11666737311,596.755293241952,878.917857534094,472.264934408062,2255.724339643,99803.6999780096,91237.4685564746,137288.41786149,171381.136245169,9431.7449166091,42597.9052934683,3.83134256621911
"台北市","內湖區","大湖山莊街",-0.325716353247621,"None",3,5,"住家用","鋼筋混凝土造","公寓(5樓含以下無電梯)",40.8333333333333,-0.931395112822669,-0.819325686372695,0,NA,-0.614864444540887,-0.0312980325274495,-0.438451902820802,121.599651041286,25.0886150572595,0,0,0,0,3631.85928645126,2577.30860850834,549.517629313186,1680.3955165498,6461.93297182609,9283.18718498611,5437.29189229214,2525.18890144828,85.8731909906231,1450.72412341131,1434.0237069435,1693.11273095125,1513.24415967336,2190.89638059135,1139.1356513982,820.101922929275,511.686273892123,11275.2876911309,205.751064349052,684.907659425912,619.914030556119,490.219577589139,1132.91380055706,1917.53820123791,792.696659767431,450.407509809483,773.41970788684,108465.468512222,97216.0116352008,144219.683201582,179802.98322387,17924.387765134,45459.2961105859,2.3791349263098
